ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME
10369;45;73.1;4;3288.6;01/20/2005;Shipped   ;1;1;2005;Vintage Cars    ;99;S18_3320 ;Collectables For Less Inc.        ;6175558555       ;7825 Douglas Av.                          ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Nelson     ;Allen     
10382;50;100;7;8935.5;02/17/2005;Shipped   ;1;2;2005;Vintage Cars    ;99;S18_3320 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10392;36;100;1;4036;03/10/2005;Shipped   ;1;3;2005;Vintage Cars    ;99;S18_3320 ;Mini Auto Werke                   ;7675-3555        ;Kirchgasse 6                              ;           ;Graz          ;             ;8010     ;Austria      ;EMEA ;Mendel     ;Roland    
10423;21;89.3;5;1875.1;05/30/2005;In Process;2;5;2005;Vintage Cars    ;99;S18_3320 ;Petit Auto                        ;(02) 5554 67     ;Rue Joseph-Bens 532                       ;           ;Bruxelles     ;             ;B-1180   ;Belgium      ;EMEA ;Dewey      ;Catherine 
10108;29;100;8;4049.6;03/03/2003;Shipped   ;1;3;2003;Classic Cars    ;146;S18_3482 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10122;21;100;12;2469.4;05/08/2003;Shipped   ;2;5;2003;Classic Cars    ;146;S18_3482 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
10135;42;100;9;5432.7;07/02/2003;Shipped   ;3;7;2003;Classic Cars    ;146;S18_3482 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10147;37;100;9;4405.2;09/05/2003;Shipped   ;3;9;2003;Classic Cars    ;146;S18_3482 ;Collectables For Less Inc.        ;6175558555       ;7825 Douglas Av.                          ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Nelson     ;Allen     
10159;25;100;4;3638;10/10/2003;Shipped   ;4;10;2003;Classic Cars    ;146;S18_3482 ;Corporate Gift Ideas Co.          ;6505551386       ;7734 Strong St.                           ;           ;San Francisco ;CA           ;         ;USA          ;NA   ;Brown      ;Julie     
10169;36;100;4;4444.9;11/04/2003;Shipped   ;4;11;2003;Classic Cars    ;146;S18_3482 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10181;22;100;16;3395.5;11/12/2003;Shipped   ;4;11;2003;Classic Cars    ;146;S18_3482 ;Herkku Gifts                      ;+47 2267 3215    ;Drammen 121, PR 744 Sentrum               ;           ;Bergen        ;             ;N 5804   ;Norway       ;EMEA ;Oeztan     ;Veysel    
10191;23;100;5;3414.6;11/20/2003;Shipped   ;4;11;2003;Classic Cars    ;146;S18_3482 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10203;32;100;10;5127;12/02/2003;Shipped   ;4;12;2003;Classic Cars    ;146;S18_3482 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10211;28;100;4;3745.3;01/15/2004;Shipped   ;1;1;2004;Classic Cars    ;146;S18_3482 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10225;27;100;11;4564.1;02/22/2004;Shipped   ;1;2;2004;Classic Cars    ;146;S18_3482 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10238;49;100;5;6554.2;04/09/2004;Shipped   ;2;4;2004;Classic Cars    ;146;S18_3482 ;Danish Wholesale Imports          ;31 12 3555       ;Vinb‘ltet 34                              ;           ;Kobenhavn     ;             ;1734     ;Denmark      ;EMEA ;Petersen   ;Jytte     
10252;41;100;1;6749.8;05/26/2004;Shipped   ;2;5;2004;Classic Cars    ;146;S18_3482 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10265;49;100;1;8427;07/02/2004;Shipped   ;3;7;2004;Classic Cars    ;146;S18_3482 ;Australian Collectables, Ltd      ;61-9-3844-6555   ;7 Allen Street                            ;           ;Glen Waverly  ;Victoria     ;3150     ;Australia    ;APAC ;Connery    ;Sean      
10276;30;100;5;3924.6;08/02/2004;Shipped   ;3;8;2004;Classic Cars    ;146;S18_3482 ;Online Mini Collectables          ;6175557555       ;7635 Spinnaker Dr.                        ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Barajas    ;Miguel    
10287;40;100;14;6761.6;08/30/2004;Shipped   ;3;8;2004;Classic Cars    ;146;S18_3482 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10300;23;100;7;3786.5;10/04/2003;Shipped   ;4;10;2003;Classic Cars    ;146;S18_3482 ;Blauer See Auto, Co.              ;+49 69 66 90 2555;Lyonerstr. 34                             ;           ;Frankfurt     ;             ;60528    ;Germany      ;EMEA ;Keitel     ;Roland    
10310;49;100;12;6266.1;10/16/2004;Shipped   ;4;10;2004;Classic Cars    ;146;S18_3482 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10320;25;100;5;3491;11/03/2004;Shipped   ;4;11;2004;Classic Cars    ;146;S18_3482 ;Volvo Model Replicas, Co          ;0921-12 3555     ;Berguvsv„gen  8                           ;           ;Lule†         ;             ;S-958 22 ;Sweden       ;EMEA ;Berglund   ;Christina 
10330;37;100;3;4405.2;11/16/2004;Shipped   ;4;11;2004;Classic Cars    ;146;S18_3482 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10342;55;100;7;6548.3;11/24/2004;Shipped   ;4;11;2004;Classic Cars    ;146;S18_3482 ;Australian Collectors, Co.        ;03 9520 4555     ;636 St Kilda Road                         ;Level 3    ;Melbourne     ;Victoria     ;3004     ;Australia    ;APAC ;Ferguson   ;Peter     
10355;23;100;7;3177.9;12/07/2004;Shipped   ;4;12;2004;Classic Cars    ;146;S18_3482 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10363;24;100;11;4142.6;01/06/2005;Shipped   ;1;1;2005;Classic Cars    ;146;S18_3482 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10378;43;96.5;10;4149.1;02/10/2005;Shipped   ;1;2;2005;Classic Cars    ;146;S18_3482 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10390;50;100;1;7397;03/04/2005;Shipped   ;1;3;2005;Classic Cars    ;146;S18_3482 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10109;47;100;2;6241.6;03/10/2003;Shipped   ;1;3;2003;Classic Cars    ;141;S18_3685 ;Motor Mint Distributors Inc.      ;2155559857       ;11328 Douglas Av.                         ;           ;Philadelphia  ;PA           ;71270    ;USA          ;NA   ;Hernandez  ;Rosa      
10123;34;100;4;5331.9;05/20/2003;Shipped   ;2;5;2003;Classic Cars    ;141;S18_3685 ;Atelier graphique                 ;40.32.2555       ;54, rue Royale                            ;           ;Nantes        ;             ;44000    ;France       ;EMEA ;Schmitt    ;Carine    
10137;31;100;4;5124.3;07/10/2003;Shipped   ;3;7;2003;Classic Cars    ;141;S18_3685 ;Reims Collectables                ;26.47.1555       ;59 rue de l'Abbaye                        ;           ;Reims         ;             ;51100    ;France       ;EMEA ;Henriot    ;Paul      
10148;28;100;11;3639.4;09/11/2003;Shipped   ;3;9;2003;Classic Cars    ;141;S18_3685 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10161;36;100;10;5544;10/17/2003;Shipped   ;4;10;2003;Classic Cars    ;141;S18_3685 ;Heintze Collectables              ;86 21 3555       ;Smagsloget 45                             ;           ;?rhus         ;             ;8200     ;Denmark      ;EMEA ;Ibsen      ;Palle     
10172;48;100;8;5493.1;11/05/2003;Shipped   ;4;11;2003;Classic Cars    ;141;S18_3685 ;Gift Depot Inc.                   ;2035552570       ;25593 South Bay Ln.                       ;           ;Bridgewater   ;CT           ;97562    ;USA          ;NA   ;King       ;Julie     
10181;39;100;4;5785.3;11/12/2003;Shipped   ;4;11;2003;Classic Cars    ;141;S18_3685 ;Herkku Gifts                      ;+47 2267 3215    ;Drammen 121, PR 744 Sentrum               ;           ;Bergen        ;             ;N 5804   ;Norway       ;EMEA ;Oeztan     ;Veysel    
10192;45;100;9;5340.6;11/20/2003;Shipped   ;4;11;2003;Classic Cars    ;141;S18_3685 ;Online Diecast Creations Co.      ;6035558647       ;2304 Long Airport Avenue                  ;           ;Nashua        ;NH           ;62005    ;USA          ;NA   ;Young      ;Valarie   
10204;35;100;15;5735.8;12/02/2003;Shipped   ;4;12;2003;Classic Cars    ;141;S18_3685 ;Muscle Machine Inc                ;2125557413       ;4092 Furth Circle                         ;Suite 400  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Young      ;Jeff      
10212;45;100;8;6357.6;01/16/2004;Shipped   ;1;1;2004;Classic Cars    ;141;S18_3685 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10226;46;100;6;7343.9;02/26/2004;Shipped   ;1;2;2004;Classic Cars    ;141;S18_3685 ;Collectable Mini Designs Co.      ;7605558146       ;361 Furth Circle                          ;           ;San Diego     ;CA           ;91217    ;USA          ;NA   ;Thompson   ;Valarie   
10240;37;100;1;5959.2;04/13/2004;Shipped   ;2;4;2004;Classic Cars    ;141;S18_3685 ;Osaka Souveniers Co.              ;+81 06 6342 5555 ;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  ;           ;Osaka         ;Osaka        ;530-0003 ;Japan        ;Japan;Kentary    ;Mory      
10253;31;100;3;4029.4;06/01/2004;Cancelled ;2;6;2004;Classic Cars    ;141;S18_3685 ;UK Collectables, Ltd.             ;(171) 555-2282   ;Berkeley Gardens 12  Brewery              ;           ;Liverpool     ;             ;WX1 6LT  ;UK           ;EMEA ;Devon      ;Elizabeth 
10266;33;100;4;5035.1;07/06/2004;Shipped   ;3;7;2004;Classic Cars    ;141;S18_3685 ;L'ordine Souveniers               ;0522-556555      ;Strada Provinciale 124                    ;           ;Reggio Emilia ;             ;42100    ;Italy        ;EMEA ;Moroni     ;Maurizio  
10278;31;100;4;4116.8;08/06/2004;Shipped   ;3;8;2004;Classic Cars    ;141;S18_3685 ;Signal Gift Stores                ;7025551838       ;8489 Strong St.                           ;           ;Las Vegas     ;NV           ;83030    ;USA          ;NA   ;King       ;Sue       
10287;27;100;2;4310.6;08/30/2004;Shipped   ;3;8;2004;Classic Cars    ;141;S18_3685 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10301;39;100;6;6446.7;10/05/2003;Shipped   ;4;10;2003;Classic Cars    ;141;S18_3685 ;Norway Gifts By Mail, Co.         ;+47 2212 1555    ;Drammensveien 126 A, PB 744 Sentrum       ;           ;Oslo          ;             ;N 0106   ;Norway       ;EMEA ;Klaeboe    ;Jan       
10311;32;100;11;3616.6;10/16/2004;Shipped   ;4;10;2004;Classic Cars    ;141;S18_3685 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10321;28;100;8;4232.8;11/04/2004;Shipped   ;4;11;2004;Classic Cars    ;141;S18_3685 ;FunGiftIdeas.com                  ;5085552555       ;1785 First Street                         ;           ;New Bedford   ;MA           ;50553    ;USA          ;NA   ;Benitez    ;Violeta   
10331;26;67.9;12;1765.7;11/17/2004;Shipped   ;4;11;2004;Classic Cars    ;141;S18_3685 ;Motor Mint Distributors Inc.      ;2155559857       ;11328 Douglas Av.                         ;           ;Philadelphia  ;PA           ;71270    ;USA          ;NA   ;Hernandez  ;Rosa      
10343;44;84.9;2;3734.7;11/24/2004;Shipped   ;4;11;2004;Classic Cars    ;141;S18_3685 ;Reims Collectables                ;26.47.1555       ;59 rue de l'Abbaye                        ;           ;Reims         ;             ;51100    ;France       ;EMEA ;Henriot    ;Paul      
10367;46;100;6;4808.4;01/12/2005;Resolved  ;1;1;2005;Classic Cars    ;141;S18_3685 ;Toys4GrownUps.com                 ;6265557265       ;78934 Hillside Dr.                        ;           ;Pasadena      ;CA           ;90003    ;USA          ;NA   ;Young      ;Julie     
10379;32;70.8;4;2266.6;02/10/2005;Shipped   ;1;2;2005;Classic Cars    ;141;S18_3685 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10406;65;100;1;10468.9;04/15/2005;Disputed  ;2;4;2005;Classic Cars    ;141;S18_3685 ;Danish Wholesale Imports          ;31 12 3555       ;Vinb‘ltet 34                              ;           ;Kobenhavn     ;             ;1734     ;Denmark      ;EMEA ;Petersen   ;Jytte     
10419;43;100;3;5589.1;05/17/2005;Shipped   ;2;5;2005;Classic Cars    ;141;S18_3685 ;Salzburg Collectables             ;6562-9555        ;Geislweg 14                               ;           ;Salzburg      ;             ;5020     ;Austria      ;EMEA ;Pipps      ;Georg     
10108;43;67.8;12;2914.1;03/03/2003;Shipped   ;1;3;2003;Motorcycles     ;62;S18_3782 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10122;35;49.7;16;1740.9;05/08/2003;Shipped   ;2;5;2003;Motorcycles     ;62;S18_3782 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
10135;45;50.4;13;2266.2;07/02/2003;Shipped   ;3;7;2003;Motorcycles     ;62;S18_3782 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10146;47;67.1;2;3155.6;09/03/2003;Shipped   ;3;9;2003;Motorcycles     ;62;S18_3782 ;Gift Ideas Corp.                  ;2035554407       ;2440 Pompton St.                          ;           ;Glendale      ;CT           ;97561    ;USA          ;NA   ;Lewis      ;Dan       
10159;21;64.7;8;1357.9;10/10/2003;Shipped   ;4;10;2003;Motorcycles     ;62;S18_3782 ;Corporate Gift Ideas Co.          ;6505551386       ;7734 Strong St.                           ;           ;San Francisco ;CA           ;         ;USA          ;NA   ;Brown      ;Julie     
10169;38;68.4;8;2598.8;11/04/2003;Shipped   ;4;11;2003;Motorcycles     ;62;S18_3782 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10180;21;50.4;3;1057.6;11/11/2003;Shipped   ;4;11;2003;Motorcycles     ;62;S18_3782 ;Daedalus Designs Imports          ;20.16.1555       ;184, chauss‚e de Tournai                  ;           ;Lille         ;             ;59000    ;France       ;EMEA ;Ranc‚      ;Martine   
10191;43;72.7;9;3127.8;11/20/2003;Shipped   ;4;11;2003;Motorcycles     ;62;S18_3782 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10211;46;54.1;8;2488.1;01/15/2004;Shipped   ;1;1;2004;Motorcycles     ;62;S18_3782 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10224;38;58.4;1;2220.7;02/21/2004;Shipped   ;1;2;2004;Motorcycles     ;62;S18_3782 ;Daedalus Designs Imports          ;20.16.1555       ;184, chauss‚e de Tournai                  ;           ;Lille         ;             ;59000    ;France       ;EMEA ;Ranc‚      ;Martine   
10237;26;52.2;1;1357.7;04/05/2004;Shipped   ;2;4;2004;Motorcycles     ;62;S18_3782 ;Vitachrome Inc.                   ;2125551500       ;2678 Kingston Rd.                         ;Suite 101  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Frick      ;Michael   
10252;31;52.8;5;1638;05/26/2004;Shipped   ;2;5;2004;Motorcycles     ;62;S18_3782 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10264;48;54.7;3;2626.1;06/30/2004;Shipped   ;2;6;2004;Motorcycles     ;62;S18_3782 ;Gifts4AllAges.com                 ;6175559555       ;8616 Spinnaker Dr.                        ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Yoshido    ;Juri      
10276;33;50.4;9;1661.9;08/02/2004;Shipped   ;3;8;2004;Motorcycles     ;62;S18_3782 ;Online Mini Collectables          ;6175557555       ;7635 Spinnaker Dr.                        ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Barajas    ;Miguel    
10286;38;57.2;1;2173.6;08/28/2004;Shipped   ;3;8;2004;Motorcycles     ;62;S18_3782 ;La Corne D'abondance, Co.         ;(1) 42.34.2555   ;265, boulevard Charonne                   ;           ;Paris         ;             ;75012    ;France       ;EMEA ;Bertrand   ;Marie     
10299;39;56;3;2182.1;09/30/2004;Shipped   ;3;9;2004;Motorcycles     ;62;S18_3782 ;Toys of Finland, Co.              ;90-224 8555      ;Keskuskatu 45                             ;           ;Helsinki      ;             ;21240    ;Finland      ;EMEA ;Karttunen  ;Matti     
10310;42;67.1;16;2819.9;10/16/2004;Shipped   ;4;10;2004;Motorcycles     ;62;S18_3782 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10319;44;59.1;4;2598.6;11/03/2004;Shipped   ;4;11;2004;Motorcycles     ;62;S18_3782 ;Microscale Inc.                   ;2125551957       ;5290 North Pendale Street                 ;Suite 200  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Kuo        ;Kee       
10330;29;69.6;2;2019.3;11/16/2004;Shipped   ;4;11;2004;Motorcycles     ;62;S18_3782 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10342;26;56;8;1454.7;11/24/2004;Shipped   ;4;11;2004;Motorcycles     ;62;S18_3782 ;Australian Collectors, Co.        ;03 9520 4555     ;636 St Kilda Road                         ;Level 3    ;Melbourne     ;Victoria     ;3004     ;Australia    ;APAC ;Ferguson   ;Peter     
10355;31;53.5;1;1657.6;12/07/2004;Shipped   ;4;12;2004;Motorcycles     ;62;S18_3782 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10363;32;89.1;12;2851.8;01/06/2005;Shipped   ;1;1;2005;Motorcycles     ;62;S18_3782 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10378;28;100;9;4609.6;02/10/2005;Shipped   ;1;2;2005;Motorcycles     ;62;S18_3782 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10390;36;100;2;5080;03/04/2005;Shipped   ;1;3;2005;Motorcycles     ;62;S18_3782 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10403;36;52.2;1;1879.9;04/08/2005;Shipped   ;2;4;2005;Motorcycles     ;62;S18_3782 ;UK Collectables, Ltd.             ;(171) 555-2282   ;Berkeley Gardens 12  Brewery              ;           ;Liverpool     ;             ;WX1 6LT  ;UK           ;EMEA ;Devon      ;Elizabeth 
10106;41;100;17;4774.9;02/17/2003;Shipped   ;1;2;2003;Vintage Cars    ;105;S18_3856 ;Rovelli Gifts                     ;035-640555       ;Via Ludovico il Moro 22                   ;           ;Bergamo       ;             ;24100    ;Italy        ;EMEA ;Rovelli    ;Giovanni  
10119;27;99.5;8;2687;04/28/2003;Shipped   ;2;4;2003;Vintage Cars    ;105;S18_3856 ;Salzburg Collectables             ;6562-9555        ;Geislweg 14                               ;           ;Salzburg      ;             ;5020     ;Austria      ;EMEA ;Pipps      ;Georg     
10130;33;100;1;3423.8;06/16/2003;Shipped   ;2;6;2003;Vintage Cars    ;105;S18_3856 ;Auto-Moto Classics Inc.           ;6175558428       ;16780 Pompton St.                         ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Taylor     ;Leslie    
10143;34;100;12;3455.8;08/10/2003;Shipped   ;3;8;2003;Vintage Cars    ;105;S18_3856 ;Mini Creations Ltd.               ;5085559555       ;4575 Hillside Dr.                         ;           ;New Bedford   ;MA           ;50553    ;USA          ;NA   ;Tam        ;Wing C    
10155;29;100;10;3623;10/06/2003;Shipped   ;4;10;2003;Vintage Cars    ;105;S18_3856 ;Toys of Finland, Co.              ;90-224 8555      ;Keskuskatu 45                             ;           ;Helsinki      ;             ;21240    ;Finland      ;EMEA ;Karttunen  ;Matti     
10167;34;100;6;3599.6;10/23/2003;Cancelled ;4;10;2003;Vintage Cars    ;105;S18_3856 ;Scandinavian Gift Ideas           ;0695-34 6555     ;?kergatan 24                              ;           ;Br„cke        ;             ;S-844 67 ;Sweden       ;EMEA ;Larsson    ;Maria     
10178;48;100;9;5386.6;11/08/2003;Shipped   ;4;11;2003;Vintage Cars    ;105;S18_3856 ;Alpha Cognac                      ;61.77.6555       ;1 rue Alsace-Lorraine                     ;           ;Toulouse      ;             ;31000    ;France       ;EMEA ;Roulet     ;Annette   
10186;46;100;6;4918.8;11/14/2003;Shipped   ;4;11;2003;Vintage Cars    ;105;S18_3856 ;Double Decker Gift Stores, Ltd    ;(171) 555-7555   ;120 Hanover Sq.                           ;           ;London        ;             ;WA1 1DP  ;UK           ;EMEA ;Hardy      ;Thomas    
10197;22;100;3;2538.8;11/26/2003;Shipped   ;4;11;2003;Vintage Cars    ;105;S18_3856 ;Enaco Distributors                ;(93) 203 4555    ;Rambla de Catalu¤a, 23                    ;           ;Barcelona     ;             ;08022    ;Spain        ;EMEA ;Saavedra   ;Eduardo   
10209;20;100;5;2498.6;01/09/2004;Shipped   ;1;1;2004;Vintage Cars    ;105;S18_3856 ;Men 'R' US Retailers, Ltd.        ;2155554369       ;6047 Douglas Av.                          ;           ;Los Angeles   ;CA           ;         ;USA          ;NA   ;Chandler   ;Michael   
10222;45;85.8;9;3858.8;02/19/2004;Shipped   ;1;2;2004;Vintage Cars    ;105;S18_3856 ;Collectable Mini Designs Co.      ;7605558146       ;361 Furth Circle                          ;           ;San Diego     ;CA           ;91217    ;USA          ;NA   ;Thompson   ;Valarie   
10249;46;100;5;5600.5;05/08/2004;Shipped   ;2;5;2004;Vintage Cars    ;105;S18_3856 ;Cambridge Collectables Co.        ;6175555555       ;4658 Baden Av.                            ;           ;Cambridge     ;MA           ;51247    ;USA          ;NA   ;Tseng      ;Kyung     
10262;34;100;14;4103.5;06/24/2004;Cancelled ;2;6;2004;Vintage Cars    ;105;S18_3856 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10273;50;85.8;1;4287.5;07/21/2004;Shipped   ;3;7;2004;Vintage Cars    ;105;S18_3856 ;Petit Auto                        ;(02) 5554 67     ;Rue Joseph-Bens 532                       ;           ;Bruxelles     ;             ;B-1180   ;Belgium      ;EMEA ;Dewey      ;Catherine 
10283;46;100;3;5795.5;08/20/2004;Shipped   ;3;8;2004;Vintage Cars    ;105;S18_3856 ;Royal Canadian Collectables, Ltd. ;(604) 555-4555   ;23 Tsawassen Blvd.                        ;           ;Tsawassen     ;BC           ;T2F 8M4  ;Canada       ;NA   ;Lincoln    ;Elizabeth 
10296;22;84.7;12;1863.4;09/15/2004;Shipped   ;3;9;2004;Vintage Cars    ;105;S18_3856 ;Bavarian Collectables Imports, Co.;+49 89 61 08 9555;Hansastr. 15                              ;           ;Munich        ;             ;80686    ;Germany      ;EMEA ;Donnermeyer;Michael   
10307;48;86.8;6;4166.9;10/14/2004;Shipped   ;4;10;2004;Vintage Cars    ;105;S18_3856 ;Classic Gift Ideas, Inc           ;2155554695       ;782 First Street                          ;           ;Philadelphia  ;PA           ;71270    ;USA          ;NA   ;Cervantes  ;Francisca 
10316;47;86.8;14;4080.1;11/01/2004;Shipped   ;4;11;2004;Vintage Cars    ;105;S18_3856 ;giftsbymail.co.uk                 ;(198) 555-8888   ;Garden House Crowther Way                 ;           ;Cowes         ;Isle of Wight;PO31 7PJ ;UK           ;EMEA ;Bennett    ;Helen     
10328;34;100;6;3815.5;11/12/2004;Shipped   ;4;11;2004;Vintage Cars    ;105;S18_3856 ;Rovelli Gifts                     ;035-640555       ;Via Ludovico il Moro 22                   ;           ;Bergamo       ;             ;24100    ;Italy        ;EMEA ;Rovelli    ;Giovanni  
10338;45;100;2;5526.4;11/22/2004;Shipped   ;4;11;2004;Vintage Cars    ;105;S18_3856 ;Royale Belge                      ;(071) 23 67 2555 ;Boulevard Tirou, 255                      ;           ;Charleroi     ;             ;B-6000   ;Belgium      ;EMEA ;Cartrain   ;Pascale   
